id,firstname,lastname,birth,nba,height,weight,college,affiliation,leagues
2653,Jon,Teske,"{'date': '1997-05-04', 'country': 'USA'}","{'start': 2021, 'pro': 0}","{'feets': '7', 'inches': '1', 'meters': '2.16'}","{'pounds': '265', 'kilograms': '120.2'}",Michigan,Michigan/USA,"{'standard': {'jersey': 15, 'active': True, 'pos': 'C'}, 'vegas': {'jersey': 70, 'active': True, 'pos': 'C'}}"
2592,Freddie,Gillespie,"{'date': '1997-06-14', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '245', 'kilograms': '111.1'}",Baylor,Baylor/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'C'}, 'vegas': {'jersey': 55, 'active': True, 'pos': 'C'}}"
2878,Jeff,Dowtin,"{'date': '1997-05-10', 'country': 'USA'}","{'start': 2021, 'pro': 0}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '180', 'kilograms': '81.6'}",Rhode Island,Rhode Island/USA,"{'sacramento': {'jersey': 25, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 20, 'active': True, 'pos': 'G'}, 'standard': {'jersey': 15, 'active': True, 'pos': 'G'}}"
3087,Shakur,Juiston,"{'date': '1996-03-31', 'country': 'USA'}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '220', 'kilograms': '99.8'}",Oregon,Oregon/USA,"{'vegas': {'jersey': 63, 'active': True, 'pos': 'F'}}"
3042,Jaire,Grayer,"{'date': '1996-12-09', 'country': 'USA'}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '210', 'kilograms': '95.3'}",Texas Christian,TCU/USA,"{'vegas': {'jersey': 54, 'active': True, 'pos': 'G'}}"
2858,Franz,Wagner,"{'date': '2001-08-27', 'country': 'Germany'}","{'start': 2021, 'pro': 0}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '220', 'kilograms': '99.8'}",Michigan,Michigan/Germany,"{'standard': {'jersey': 22, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 21, 'active': True, 'pos': 'F'}}"
2852,Jalen,Suggs,"{'date': '2001-06-03', 'country': 'USA'}","{'start': 2021, 'pro': 0}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '205', 'kilograms': '93.0'}",Gonzaga,Gonzaga/USA,"{'standard': {'jersey': 4, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 4, 'active': True, 'pos': 'G'}}"
3394,Aleem,Ford,"{'date': '1997-12-22', 'country': 'USA'}","{'start': 2021, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Wisconsin,Wisconsin/USA,"{'standard': {'jersey': 12, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 60, 'active': True, 'pos': 'F'}}"
3374,Jeremiah,Tilmon,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 23, 'active': False, 'pos': None}, 'vegas': {'jersey': 70, 'active': True, 'pos': 'C'}}"
325,Robin,Lopez,"{'date': '1988-04-01', 'country': 'USA'}","{'start': 2008, 'pro': 13}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '281', 'kilograms': '127.5'}",Stanford,Stanford/USA,"{'standard': {'jersey': 33, 'active': True, 'pos': 'C'}}"
371,E'Twaun,Moore,"{'date': '1989-02-25', 'country': 'USA'}","{'start': 2011, 'pro': 10}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '191', 'kilograms': '86.6'}",Purdue,Purdue/USA,"{'standard': {'jersey': 55, 'active': True, 'pos': 'G'}}"
457,Terrence,Ross,"{'date': '1991-02-05', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '206', 'kilograms': '93.4'}",Washington,Washington/USA,"{'standard': {'jersey': 31, 'active': True, 'pos': 'G-F'}}"
95,Michael,Carter-Williams,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 7, 'active': False, 'pos': None}}"
2764,Janis,Timma,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': None, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 62, 'active': True, 'pos': 'F'}}"
220,Gary,Harris,"{'date': '1994-09-14', 'country': 'USA'}","{'start': 2014, 'pro': 7}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '210', 'kilograms': '95.3'}",Michigan State,Michigan State/USA,"{'standard': {'jersey': 14, 'active': True, 'pos': 'G'}}"
179,Tim,Frazier,"{'date': '1990-11-01', 'country': 'USA'}","{'start': 2014, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Penn State,Penn State/USA,"{'standard': {'jersey': 12, 'active': False, 'pos': None}}"
3007,Tahj,Eaddy,"{'date': '1996-07-05', 'country': None}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '165', 'kilograms': '74.8'}",USC,,"{'vegas': {'jersey': 42, 'active': True, 'pos': 'G'}}"
3134,Asbjorn,Midtgaard,"{'date': '1997-09-20', 'country': None}","{'start': 0, 'pro': 0}","{'feets': '7', 'inches': '1', 'meters': '2.16'}","{'pounds': '270', 'kilograms': '122.5'}",Grand Canyon,,"{'vegas': {'jersey': 71, 'active': True, 'pos': 'C'}}"
779,Markelle,Fultz,"{'date': '1998-05-29', 'country': 'USA'}","{'start': 2017, 'pro': 4}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '209', 'kilograms': '94.8'}",Washington,Washington/USA,"{'standard': {'jersey': 20, 'active': True, 'pos': 'G'}}"
801,Jonathan,Isaac,"{'date': '1997-10-03', 'country': 'USA'}","{'start': 2017, 'pro': 3}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '230', 'kilograms': '104.3'}",Florida State,Florida State/USA,"{'standard': {'jersey': 1, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 1, 'active': True, 'pos': 'F'}}"
932,Mo,Bamba,"{'date': '1998-05-12', 'country': 'USA'}","{'start': 2018, 'pro': 3}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '231', 'kilograms': '104.8'}",Texas,Texas/USA,"{'standard': {'jersey': 11, 'active': True, 'pos': 'C'}, 'vegas': {'jersey': 5, 'active': True, 'pos': 'C'}}"
950,Wendell,Carter Jr.,"{'date': '1999-04-16', 'country': 'USA'}","{'start': 2018, 'pro': 3}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '270', 'kilograms': '122.5'}",Duke,Duke/USA,"{'standard': {'jersey': 34, 'active': True, 'pos': 'C-F'}, 'vegas': {'jersey': 34, 'active': True, 'pos': 'C'}}"
1037,Moritz,Wagner,"{'date': '1997-04-26', 'country': 'Germany'}","{'start': 2018, 'pro': 3}","{'feets': '6', 'inches': '11', 'meters': '2.11'}","{'pounds': '245', 'kilograms': '111.1'}",Michigan,Michigan/Germany,"{'standard': {'jersey': 21, 'active': True, 'pos': 'F-C'}, 'sacramento': {'jersey': 15, 'active': True, 'pos': 'C'}, 'vegas': {'jersey': 20, 'active': True, 'pos': 'C'}}"
1848,Goga,Bitadze,"{'date': '1999-07-20', 'country': 'Georgia'}","{'start': 2019, 'pro': 2}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '250', 'kilograms': '113.4'}",Mega Basket,Mega Basket/Georgia,"{'standard': {'jersey': 88, 'active': True, 'pos': 'C-F'}, 'vegas': {'jersey': 88, 'active': True, 'pos': 'C'}}"
1849,Bol,Bol,"{'date': '1999-11-16', 'country': 'Sudan'}","{'start': 2019, 'pro': 2}","{'feets': '7', 'inches': '2', 'meters': '2.18'}","{'pounds': '220', 'kilograms': '99.8'}",Oregon,Oregon/Sudan,"{'standard': {'jersey': 10, 'active': True, 'pos': 'C-F'}, 'vegas': {'jersey': 10, 'active': True, 'pos': 'C'}}"
1883,Chuma,Okeke,"{'date': '1998-08-18', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '229', 'kilograms': '103.9'}",Auburn,Auburn/USA,"{'standard': {'jersey': 3, 'active': True, 'pos': 'F'}}"
1892,Admiral,Schofield,"{'date': '1997-03-30', 'country': 'United Kingdom'}","{'start': 2019, 'pro': 1}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '241', 'kilograms': '109.3'}",Tennessee,Tennessee/United Kingdom,"{'standard': {'jersey': 25, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 25, 'active': True, 'pos': 'F'}}"
2532,Devin,Cannady,"{'date': '1996-05-21', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '183', 'kilograms': '83.0'}",Princeton,Princeton/USA,"{'standard': {'jersey': 30, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 30, 'active': True, 'pos': 'G'}}"
2563,Cole,Anthony,"{'date': '2000-05-15', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '185', 'kilograms': '83.9'}",North Carolina,North Carolina/USA,"{'standard': {'jersey': 50, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 50, 'active': True, 'pos': 'G'}}"
2597,R.J.,Hampton,"{'date': '2001-02-07', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '175', 'kilograms': '79.4'}",New Zealand Breakers,New Zealand Breakers/USA,"{'standard': {'jersey': 13, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 13, 'active': True, 'pos': 'G'}}"
2641,Jay,Scrubb,"{'date': '2000-09-01', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '220', 'kilograms': '99.8'}",John A. Logan,John A. Logan/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': None, 'active': True, 'pos': 'G'}}"
2677,Kevon,Harris,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 7, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 10, 'active': True, 'pos': 'G'}}"
2678,Zavier,Simpson,"{'date': '1997-02-11', 'country': 'USA'}","{'start': 2021, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Michigan,Michigan/USA,"{'standard': {'jersey': 9, 'active': True, 'pos': 'G'}, 'sacramento': {'jersey': 35, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 41, 'active': True, 'pos': 'G'}}"
2858,Franz,Wagner,"{'date': '2001-08-27', 'country': 'Germany'}","{'start': 2021, 'pro': 0}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '220', 'kilograms': '99.8'}",Michigan,Michigan/Germany,"{'standard': {'jersey': 22, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 21, 'active': True, 'pos': 'F'}}"
2852,Jalen,Suggs,"{'date': '2001-06-03', 'country': 'USA'}","{'start': 2021, 'pro': 0}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '205', 'kilograms': '93.0'}",Gonzaga,Gonzaga/USA,"{'standard': {'jersey': 4, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 4, 'active': True, 'pos': 'G'}}"
3394,Aleem,Ford,"{'date': '1997-12-22', 'country': 'USA'}","{'start': 2021, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Wisconsin,Wisconsin/USA,"{'standard': {'jersey': 12, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 60, 'active': True, 'pos': 'F'}}"
3414,Paolo,Banchero,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 5, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 5, 'active': True, 'pos': 'F'}}"
3449,Caleb,Houstan,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 2, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 2, 'active': True, 'pos': 'F'}}"
457,Terrence,Ross,"{'date': '1991-02-05', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '206', 'kilograms': '93.4'}",Washington,Washington/USA,"{'standard': {'jersey': 31, 'active': True, 'pos': 'G-F'}}"
95,Michael,Carter-Williams,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 7, 'active': False, 'pos': None}}"
220,Gary,Harris,"{'date': '1994-09-14', 'country': 'USA'}","{'start': 2014, 'pro': 7}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '210', 'kilograms': '95.3'}",Michigan State,Michigan State/USA,"{'standard': {'jersey': 14, 'active': True, 'pos': 'G'}}"
779,Markelle,Fultz,"{'date': '1998-05-29', 'country': 'USA'}","{'start': 2017, 'pro': 4}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '209', 'kilograms': '94.8'}",Washington,Washington/USA,"{'standard': {'jersey': 20, 'active': True, 'pos': 'G'}}"
801,Jonathan,Isaac,"{'date': '1997-10-03', 'country': 'USA'}","{'start': 2017, 'pro': 3}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '230', 'kilograms': '104.3'}",Florida State,Florida State/USA,"{'standard': {'jersey': 1, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 1, 'active': True, 'pos': 'F'}}"
899,D.J.,Wilson,"{'date': '1996-02-19', 'country': 'USA'}","{'start': 2017, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Michigan,Michigan/USA,"{'standard': {'jersey': 9, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 9, 'active': True, 'pos': 'F-C'}}"
950,Wendell,Carter Jr.,"{'date': '1999-04-16', 'country': 'USA'}","{'start': 2018, 'pro': 3}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '270', 'kilograms': '122.5'}",Duke,Duke/USA,"{'standard': {'jersey': 34, 'active': True, 'pos': 'C-F'}, 'vegas': {'jersey': 34, 'active': True, 'pos': 'C'}}"
1037,Moritz,Wagner,"{'date': '1997-04-26', 'country': 'Germany'}","{'start': 2018, 'pro': 3}","{'feets': '6', 'inches': '11', 'meters': '2.11'}","{'pounds': '245', 'kilograms': '111.1'}",Michigan,Michigan/Germany,"{'standard': {'jersey': 21, 'active': True, 'pos': 'F-C'}, 'sacramento': {'jersey': 15, 'active': True, 'pos': 'C'}, 'vegas': {'jersey': 20, 'active': True, 'pos': 'C'}}"
1848,Goga,Bitadze,"{'date': '1999-07-20', 'country': 'Georgia'}","{'start': 2019, 'pro': 2}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '250', 'kilograms': '113.4'}",Mega Basket,Mega Basket/Georgia,"{'standard': {'jersey': 88, 'active': True, 'pos': 'C-F'}, 'vegas': {'jersey': 88, 'active': True, 'pos': 'C'}}"
1883,Chuma,Okeke,"{'date': '1998-08-18', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '229', 'kilograms': '103.9'}",Auburn,Auburn/USA,"{'standard': {'jersey': 3, 'active': True, 'pos': 'F'}}"
1892,Admiral,Schofield,"{'date': '1997-03-30', 'country': 'United Kingdom'}","{'start': 2019, 'pro': 1}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '241', 'kilograms': '109.3'}",Tennessee,Tennessee/United Kingdom,"{'standard': {'jersey': 25, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 25, 'active': True, 'pos': 'F'}}"
2563,Cole,Anthony,"{'date': '2000-05-15', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '185', 'kilograms': '83.9'}",North Carolina,North Carolina/USA,"{'standard': {'jersey': 50, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 50, 'active': True, 'pos': 'G'}}"
2671,Trevelin,Queen,"{'date': '1997-02-25', 'country': 'USA'}","{'start': 2021, 'pro': 0}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '190', 'kilograms': '86.2'}",New Mexico State,New Mexico State/USA,"{'standard': {'jersey': 8, 'active': True, 'pos': 'G'}, 'sacramento': {'jersey': 21, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 9, 'active': True, 'pos': 'G'}, 'utah': {'jersey': 9, 'active': True, 'pos': 'G'}}"
2677,Kevon,Harris,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 7, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 10, 'active': True, 'pos': 'G'}}"
3398,Brandon,Williams,"{'date': '1999-11-22', 'country': 'USA'}","{'start': 2021, 'pro': 0}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '190', 'kilograms': '86.2'}",Arizona,Arizona/USA,"{'standard': {'jersey': 8, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 8, 'active': True, 'pos': 'G'}}"
2858,Franz,Wagner,"{'date': '2001-08-27', 'country': 'Germany'}","{'start': 2021, 'pro': 0}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '220', 'kilograms': '99.8'}",Michigan,Michigan/Germany,"{'standard': {'jersey': 22, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 21, 'active': True, 'pos': 'F'}}"
2852,Jalen,Suggs,"{'date': '2001-06-03', 'country': 'USA'}","{'start': 2021, 'pro': 0}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '205', 'kilograms': '93.0'}",Gonzaga,Gonzaga/USA,"{'standard': {'jersey': 4, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 4, 'active': True, 'pos': 'G'}}"
2833,Mac,McClung,"{'date': '1999-01-06', 'country': 'USA'}","{'start': 2021, 'pro': 0}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '185', 'kilograms': '83.9'}",Texas Tech,Texas Tech/USA,"{'standard': {'jersey': 37, 'active': True, 'pos': 'G'}, 'sacramento': {'jersey': 55, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 55, 'active': True, 'pos': 'G'}}"
3414,Paolo,Banchero,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 5, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 5, 'active': True, 'pos': 'F'}}"
3449,Caleb,Houstan,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 2, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 2, 'active': True, 'pos': 'F'}}"
3478,Daeqwon,Plowden,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 29, 'active': True, 'pos': 'G-F'}}"
4010,Anthony,Black,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': None, 'meters': None}","{'pounds': '200', 'kilograms': None}",Arkansas,,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}}"
4011,Jett,Howard,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': None, 'meters': None}","{'pounds': '215', 'kilograms': None}",Michigan,,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}}"
220,Gary,Harris,"{'date': '1994-09-14', 'country': 'USA'}","{'start': 2014, 'pro': 7}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '210', 'kilograms': '95.3'}",Michigan State,Michigan State/USA,"{'standard': {'jersey': 14, 'active': True, 'pos': 'G'}}"
258,Joe,Ingles,"{'date': '1987-10-02', 'country': 'Australia'}","{'start': 2014, 'pro': 7}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '220', 'kilograms': '99.8'}",Maccabi Tel Aviv,Maccabi Tel Aviv/Australia,"{'standard': {'jersey': None, 'active': True, 'pos': 'F-G'}}"
402,Jahlil,Okafor,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 14, 'active': False, 'pos': None}}"
246,Richaun,Holmes,"{'date': '1993-10-15', 'country': 'USA'}","{'start': 2015, 'pro': 6}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '235', 'kilograms': '106.6'}",Bowling Green,Bowling Green/USA,"{'standard': {'jersey': 22, 'active': True, 'pos': 'F'}}"
578,JP,Tokoto,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 1, 'active': False, 'pos': None}, 'sacramento': {'jersey': 31, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 31, 'active': True, 'pos': 'F'}}"
560,Christian,Wood,"{'date': '1995-09-27', 'country': 'USA'}","{'start': 2015, 'pro': 5}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '214', 'kilograms': '97.1'}",UNLV,UNLV/USA,"{'standard': {'jersey': 35, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 35, 'active': True, 'pos': 'C'}}"
69,Elton,Brand,"{'date': '1979-03-11', 'country': 'USA'}","{'start': 1999, 'pro': 16}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '254', 'kilograms': '115.2'}",Duke,,"{'standard': {'jersey': 42, 'active': False, 'pos': 'F'}}"
304,Carl,Landry,"{'date': '1983-09-19', 'country': 'USA'}","{'start': 2007, 'pro': 8}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '248', 'kilograms': '112.5'}",Purdue,,"{'standard': {'jersey': 7, 'active': False, 'pos': 'F'}}"
488,Ish,Smith,"{'date': '1988-07-05', 'country': 'USA'}","{'start': 2010, 'pro': 11}","{'feets': '6', 'inches': '0', 'meters': '1.83'}","{'pounds': '175', 'kilograms': '79.4'}",Wake Forest,Wake Forest/USA,"{'standard': {'jersey': 14, 'active': True, 'pos': 'G'}}"
338,Kendall,Marshall,"{'date': '1991-08-19', 'country': 'USA'}","{'start': 2012, 'pro': 3}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '200', 'kilograms': '90.7'}",North Carolina,,"{'standard': {'jersey': 5, 'active': False, 'pos': 'G'}}"
566,Tony,Wroten,"{'date': '1993-04-13', 'country': 'USA'}","{'start': 2012, 'pro': 3}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '205', 'kilograms': '93.0'}",Washington,,"{'standard': {'jersey': 5, 'active': False, 'pos': 'G'}}"
512,Hollis,Thompson,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 33, 'active': False, 'pos': None}, 'sacramento': {'jersey': 33, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 33, 'active': True, 'pos': 'F'}}"
394,Nerlens,Noel,"{'date': '1994-04-10', 'country': 'USA'}","{'start': 2014, 'pro': 7}","{'feets': '6', 'inches': '11', 'meters': '2.11'}","{'pounds': '220', 'kilograms': '99.8'}",Kentucky,Kentucky/USA,"{'standard': {'jersey': 3, 'active': True, 'pos': 'C-F'}}"
91,Isaiah,Canaan,"{'date': '1991-05-21', 'country': 'USA'}","{'start': 2013, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Murray State,Murray State/USA,"{'standard': {'jersey': 7, 'active': False, 'pos': None}}"
118,Robert,Covington,"{'date': '1990-12-14', 'country': 'USA'}","{'start': 2013, 'pro': 8}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '209', 'kilograms': '94.8'}",Tennessee State,Tennessee State/USA,"{'standard': {'jersey': 23, 'active': True, 'pos': 'F'}}"
701,Phil,Pressey,"{'date': '1991-02-17', 'country': 'United States'}","{'start': 2013, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Missouri,,"{'standard': {'jersey': 26, 'active': False, 'pos': None}, 'vegas': {'jersey': 6, 'active': True, 'pos': 'G'}}"
356,Jordan,McRae,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 52, 'active': True, 'pos': 'G'}}"
496,Nik,Stauskas,"{'date': '1993-10-07', 'country': 'Canada'}","{'start': 2014, 'pro': 5}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '207', 'kilograms': '93.9'}",Michigan,Michigan/Canada,"{'standard': {'jersey': 13, 'active': True, 'pos': 'G'}}"
200,Jerami,Grant,"{'date': '1994-03-12', 'country': 'USA'}","{'start': 2014, 'pro': 7}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '210', 'kilograms': '95.3'}",Syracuse,Syracuse/USA,"{'standard': {'jersey': 9, 'active': True, 'pos': 'F'}}"
159,Joel,Embiid,"{'date': '1994-03-16', 'country': 'Cameroon'}","{'start': 2016, 'pro': 5}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '280', 'kilograms': '127.0'}",Kansas,Kansas/Cameroon,"{'standard': {'jersey': 21, 'active': True, 'pos': 'C-F'}, 'africa': {'jersey': 21, 'active': True, 'pos': 'C'}}"
466,JaKarr,Sampson,"{'date': '1993-03-20', 'country': 'USA'}","{'start': 2014, 'pro': 6}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '214', 'kilograms': '97.1'}",St. John's,St. John's/USA,"{'standard': {'jersey': 14, 'active': True, 'pos': 'F'}}"
348,T.J.,McConnell,"{'date': '1992-03-25', 'country': 'USA'}","{'start': 2015, 'pro': 6}","{'feets': '6', 'inches': '1', 'meters': '1.85'}","{'pounds': '190', 'kilograms': '86.2'}",Arizona,Arizona/USA,"{'standard': {'jersey': 9, 'active': True, 'pos': 'G'}}"
257,Ersan,Ilyasova,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 77, 'active': False, 'pos': None}}"
